"Gene","Acute Veh","Acute 100uM","Acute 200uM","Recvr Veh","Recvr 100uM","Recvr 200uM"
"TCEAL1",1.43,-0.862,-0.303,0.543,0.498,0.645
"TCEAL4",1.52,-0.695,-0.323,0.552,0.227,0.84
"TCF12",0.191,-0.484,-0.495,0.31,0.274,0.611
"TCF19",-0.595,-0.603,-0.62,0.495,0.337,0.551
"TCF20",-0.223,-0.97,-0.605,0.66,0.375,0.503
"TCF3",0.297,-0.61,-0.796,0.442,0.305,0.829
"TCF7L2",0.821,-0.873,-0.0407,0.131,-0.0561,0.355
"TCHP",0.689,-0.568,-0.241,0.297,0.319,0.736
"TCOF1",0.854,-1.04,-0.0972,0.0797,-0.0975,0.186
"TCP1",-0.99,0.339,-0.444,0.0293,0.186,0.0283
"TCTN3",1.28,0.446,0.932,-0.262,-0.741,-0.619
"TDRD3",-0.0929,-0.738,-0.608,0.514,0.416,0.698
"TEAD1",0.0442,-0.957,-0.144,0.442,0.342,-0.0765
"TEAD4",1.39,-0.369,0.265,-0.0671,-0.242,-0.292
"TECPR2",-3.63,-0.0766,0.422,0.557,0.686,0.693
"TECR",-0.806,-0.245,-0.203,0.519,0.499,0.0871
"TEDC2",0.276,-0.961,-0.613,0.406,0.232,0.456
"TEF",0.108,-1.46,-0.917,0.505,0.573,0.84
"TENM3",1.59,-0.836,1.05,-0.168,-0.37,-0.35
"TENT2",-2.21,0.134,0.696,0.375,0.219,0.0384
"TEPSIN",-0.124,-0.0551,-0.871,0.279,0.125,0.374
"TERF2IP",1.03,0.0452,0.452,-0.349,-0.215,-0.257
"TES",0.987,0.221,0.0278,-0.094,-0.218,0.0736
"TET1",-3.01,-3.06,-2.06,1.88,3.05,2.15
"TEX10",-0.762,-0.773,0.0871,0.308,0.344,0.0119
"TFAM",1.15,-0.662,0.591,0.285,0.126,0.382
"TFAP2A",0.417,-0.743,0.303,0.176,-0.0533,-0.156
"TFAP2D",0.78,-1.04,-0.491,0.46,0.0288,0.0311
"TFAP4",0.34,-1.12,-0.265,1.11,0.63,0.784
"TFB1M",-0.759,-0.522,0.256,0.55,0.55,0.227
"TFDP1",-0.0678,-0.653,-0.606,0.235,0.145,0.427
"TFDP2",-1.57,-0.614,1.25,-0.182,-0.0531,0.306
"TFE3",0.593,-0.45,-0.202,0.324,-0.0441,0.58
"TFEB",0.946,-0.172,0.239,0.227,0.00699,0.485
"TFG",1.02,-0.121,-0.183,-0.0376,0.0621,0.271
"TFPI2",0.275,-2.16,2.56,-0.08,0.124,0.786
"TFRC",-0.417,0.923,1.13,-0.326,-0.311,-0.446
"TGFBR1",-0.4,1.07,0.546,-0.121,-0.112,-0.132
"TGFBR3",0.439,0.904,0.547,-0.2,-0.254,-0.434
"TGIF2",2,-0.696,-1.06,0.339,0.29,0.917
"TGM2",3.02,-0.0813,1.81,-2.47,-2.91,-3.69
"TGS1",-0.879,-0.0785,0.156,-0.00963,0.0731,0.147
"THADA",-3.73,0.267,1.87,0.131,0.478,0.309
"THAP1",0.733,-0.868,-0.965,0.426,0.415,0.41
"THG1L",1.19,0.164,0.223,-0.365,-0.403,-0.31
"THOC2",-0.732,-0.577,-0.365,0.377,0.419,0.0319
"THOC3",-0.698,-0.0417,-0.268,0.376,0.293,0.116
"THOC7",1.09,0.184,0.525,-0.337,-0.356,-0.657
"THRAP3",0.67,-0.693,0.209,0.235,0.0612,0.274
"THTPA",-2.45,0.0699,-0.168,0.419,0.577,0.585
"THYN1",1.82,-0.447,0.118,-0.232,-0.351,-0.0252
"TIAM1",-1.77,-0.185,-0.0757,0.233,0.422,0.24
"TICRR",-0.0729,-1.27,-0.415,0.721,0.451,0.649
"TIGD2",-0.423,-0.794,0.249,0.296,0.227,-0.0682
"TIMM10",0.46,-1.09,-0.0334,0.807,0.271,0.816
"TIMM10B",1.29,-0.488,0.24,0.802,0.328,0.724
"TIMM13",0.718,-0.839,-0.554,0.872,0.435,1.12
"TIMM21",-0.994,-0.239,0.285,0.00232,0.218,0.289
"TIMM29",-0.762,0.15,0.448,0.319,0.171,-0.246
"TIMM50",-1.1,0.294,0.641,0.186,0.0938,0.0618
"TIMM8A",1.18,-0.738,0.208,0.221,-0.133,0.313
"TIMM8B",1.44,-0.0192,0.748,0.0893,-0.291,0.239
"TIMM9",1,-0.457,0.368,0.722,0.278,0.43
"TIMP1",1.55,0.729,1.33,-0.757,-0.569,-0.148
"TIMP2",1.63,0.103,0.973,-0.425,-0.531,-0.597
"TIPIN",1.21,-0.604,-0.384,0.442,0.336,0.221
"TJAP1",0.756,-0.775,-0.925,0.734,0.489,0.778
"TKFC",-0.673,0.422,-0.433,0.0538,0.0435,-0.129
"TKT",1.84,-0.544,0.0944,0.00653,-0.359,0.227
"TLE5",0.213,-0.887,-0.704,0.551,0.641,0.629
"TM7SF3",0.762,0.14,0.643,-0.321,-0.245,-0.1
"TM9SF2",-0.515,0.76,0.67,0.113,-0.0117,-0.526
"TMA16",0.78,-0.946,-0.238,0.27,0.294,0.488
"TMA7",1.71,-0.745,-0.106,0.15,0.304,0.824
"TMBIM6",-2.02,0.77,0.282,0.189,0.609,0.522
"TMCC3",-0.441,-0.865,-0.447,0.397,0.223,0.508
"TMED1",1.35,-0.0272,1.36,-0.122,-0.314,-0.437
"TMED2",0.474,0.492,1.24,-0.443,-0.331,-0.203
"TMED7",0.54,-0.268,0.693,-0.0129,-0.0931,-0.519
"TMED8",0.872,0.3,-0.0164,-0.378,-0.0788,0.0696
"TMEM102",-4.22,0.0387,0.938,0.495,0.603,0.849
"TMEM106B",0.415,0.549,0.885,-0.332,-0.327,-0.346
"TMEM106C",0.796,0.689,0.741,-0.34,-0.373,-0.335
"TMEM109",0.492,0.785,1.21,-0.213,-0.133,-0.635
"TMEM115",-3.54,0.187,0.133,0.725,0.729,0.329
"TMEM120A",2.88,-1.11,-1.21,-0.00751,0.0753,-0.365
"TMEM126A",-0.149,0.549,1.05,0.353,-0.024,0.0901
"TMEM127",-1.94,2.66,3.48,-1.28,-0.235,-0.204
"TMEM128",-5.54,1.21,0.932,0.824,0.831,0.588
"TMEM131",-0.36,-0.676,-0.0289,0.749,0.523,0.88
"TMEM131L",-2.61,-0.0843,-0.0952,0.759,0.62,0.804
"TMEM135",2.95,-1.41,1.8,-0.604,-0.681,-0.679
"TMEM160",-0.561,-0.0662,0.453,0.0638,0.113,-0.0731
"TMEM177",-2.31,0.0994,0.534,0.734,0.509,0.456
"TMEM181",-1.44,0.0526,1.78,0.24,0.219,-2.3
"TMEM184C",1.4,-0.938,-1.3,0.191,0.0863,0.0976
"TMEM205",-1.21,-0.0971,-0.338,0.236,0.526,0.149
"TMEM209",-3.33,0.0686,-0.0393,0.457,0.762,0.382
"TMEM219",0.582,0.44,0.863,-0.0531,0.076,-0.165
"TMEM245",-0.763,-0.238,-0.242,0.403,0.279,0.276
"TMEM263",0.775,-0.176,-0.634,0.161,0.202,0.367
"TMEM33",-0.83,0.305,0.45,0.167,0.26,0.0705
"TMEM41B",-0.966,-0.124,-0.562,0.751,0.569,0.122
"TMEM63B",-1.85,0.115,1.37,0.148,-0.0378,-0.0739
"TMEM70",-0.849,-0.0153,-0.146,0.355,0.233,0.116
"TMEM9",1.42,0.333,1.71,-0.0364,-0.489,-0.321
"TMEM94",-1.37,0.115,1.69,0.166,0.137,-0.417
"TMEM9B",1.14,0.123,1.04,-0.248,-0.369,-0.556
"TMF1",1.22,0.242,0.44,-0.435,-0.492,-0.208
"TMLHE",1.42,-0.144,1.05,0.092,-0.107,-0.38
"TMOD2",0.77,-0.516,-0.124,0.213,-0.0294,0.329
"TMOD3",1.09,-0.303,0.0638,0.355,0.132,0.251
"TMPO",0.17,-0.833,-0.255,0.452,0.291,0.514
"TMT1B",-3.72,-0.051,2.17,0.474,0.572,0.0333
"TMUB2",-3.36,0.399,0.222,0.461,0.419,0.454
"TMX2",-0.48,0.365,0.522,-0.0868,0.00645,0.0773
"TMX4",-0.864,-0.338,0.19,0.347,0.279,0.215
"TNFAIP8",0.835,-0.245,-0.504,0.0838,-0.122,0.508
"TNIP1",1.5,0.201,0.349,0.0652,-0.192,0.325
"TNIP2",1.02,-0.299,-0.465,0.703,0.178,0.589
"TNK2",-2.08,-3.25,-2.01,1.73,3.39,1.54
"TNKS1BP1",0.441,-0.896,-1.07,0.463,0.452,0.864
"TNPO1",-1.09,-0.264,-0.363,0.36,0.386,0.139
"TNPO2",-2.56,-0.0343,-0.431,0.392,0.587,0.238
"TNPO3",-1.12,-0.0617,-0.472,0.248,0.339,-0.012
"TNRC18",-0.149,-1.23,-0.483,0.64,0.365,0.62
"TNRC6A",0.162,-0.366,-0.641,0.42,0.261,0.719
"TNRC6B",0.383,-0.472,-0.802,0.487,0.256,0.759
"TOB2",0.511,-0.627,-0.555,0.372,0.271,0.555
"TOLLIP",1.55,0.359,0.725,-0.458,-0.388,-0.397
"TOM1L2",0.83,0.165,0.0353,-0.196,-0.142,-0.109
"TOMM20",0.985,-0.39,0.434,-0.287,0.211,0.347
"TONSL",-0.981,-0.49,-0.0381,0.557,0.271,-0.122
"TOP2A",-0.425,-1.07,-0.0072,0.234,0.296,0.425
"TOP2B",-0.505,-1,-0.116,0.291,0.326,0.252
"TOP3A",-0.97,-0.224,0.393,0.271,0.042,0.00329
"TOR2A",0.774,-0.284,0.201,0.0895,-0.0106,-0.0643
"TOX2",0.394,-0.826,-0.124,0.0903,0.079,0.388
"TP53",0.758,-0.257,-0.166,0.326,0.0952,-0.0685
"TP53I3",1.65,0.457,0.0658,-0.275,-0.355,-0.405
"TP53INP2",1.36,-0.205,0.119,-0.156,-0.315,0.36
"TPBG",2.1,0.989,1.84,-0.724,-0.957,-0.795
"TPD52",1.31,-0.00111,0.839,-0.172,-0.54,-0.0646
"TPD52L1",1.42,-0.209,-0.173,-0.172,-0.237,0.231
"TPD52L2",1.55,0.157,0.636,-0.262,-0.527,-0.106
"TPI1",2.32,-0.108,0.369,-0.000484,-0.387,-0.186
"TPM1",1.23,-1.06,-0.0846,0.0948,0.439,0.619
"TPM3",1.74,-0.287,0.498,-0.303,0.05,0.266
"TPM4",1.27,-0.339,0.364,-0.472,0.0927,0.372
"TPPP",0.934,-0.607,-0.687,0.189,0.183,0.642
"TPPP3",1.09,-0.777,-0.774,0.628,0.291,0.265
"TPR",0.492,-0.999,-0.285,0.63,0.395,0.603
"TPRG1L",-0.648,1.04,0.953,-0.356,-0.498,-0.479
"TPT1",1.35,0.302,0.303,-0.27,-0.219,-0.139
"TPX2",-0.0574,-1.21,-0.508,0.868,0.644,0.84
"TRA2A",0.672,-0.635,0.322,0.178,-0.0152,-0.33
"TRA2B",0.737,-0.788,0.111,0.347,-0.0106,-0.21
"TRADD",0.9,0.284,0.558,-0.366,-0.308,-0.0187
"TRAF3IP1",0.28,-0.854,-0.676,0.382,0.413,0.816
"TRAF7",-3.55,-3.37,-3.62,1.94,1.1,1.7
"TRAFD1",1.29,0.374,0.0304,-0.24,-0.514,0.0428
"TRAPPC5",1.09,1.06,0.945,-0.702,-0.459,-0.507
"TRAPPC9",-4.59,0.603,1.11,0.393,0.36,0.606
"TRIM11",0.472,-0.0135,-0.644,-0.0513,-0.111,0.0559
"TRIM2",-3.59,0.0404,0.0794,0.27,0.573,0.451
"TRIM36",-2.23,0.998,-2.48,0.325,0.383,1.36
"TRIM41",-0.0628,0.646,0.307,-0.339,-0.584,-0.507
"TRIM44",4.19,1.05,2.93,-0.309,-1.51,-2.15
"TRIM56",0.828,-0.0603,0.33,-0.193,-0.402,-0.276
"TRIP10",0.903,-0.381,-0.274,-0.00166,-0.206,0.109
"TRIP11",0.0672,-0.322,-0.821,0.248,0.223,0.608
"TRIP6",1.34,-0.0709,-0.108,0.26,-0.122,0.191
"TRIQK",0.98,-0.928,-0.0166,0.0297,0.228,0.484
"TRIR",0.552,-1.2,-0.959,0.609,0.485,0.937
"TRMT10A",0.828,-0.205,-0.154,-0.256,-0.488,-0.00245
"TRMT11",-1.49,0.138,-0.188,0.414,0.394,0.209
"TRMT2A",-0.808,-0.0105,0.456,0.00502,-0.0147,-0.144
"TRMT2B",-1.42,-0.129,-0.161,0.366,0.552,0.348
"TRO",-1.23,-0.682,1.35,0.225,0.0878,0.494
"TROAP",1.63,-0.902,-0.161,0.701,0.422,1.07
"TSC2",-0.893,0.385,0.378,-0.282,0.0473,0.256
"TSC22D1",0.505,-0.495,-0.205,0.307,0.124,0.0378
"TSC22D3",-0.053,-0.375,-1.09,0.0172,0.494,0.412
"TSC22D4",-0.136,-0.259,-0.783,0.371,0.239,0.764
"TSEN2",-2.22,0.735,2.85,-1.98,-1.99,-1.57
"TSHZ1",-0.378,0.196,0.997,-0.0517,-0.287,-0.0474
"TSR2",1.22,0.0612,0.419,0.0239,-0.0937,-0.527
"TSSC4",0.0459,-0.876,-0.321,1,0.499,0.677
"TSTD2",2.72,-1.05,0.024,-0.494,-0.314,0.275
"TTC1",2.15,0.345,1.08,-0.31,-0.493,-0.347
"TTC12",2.22,-0.497,0.25,-0.599,-0.498,-0.437
"TTC17",-2.1,-0.512,1.22,0.462,0.0769,0.0741
"TTC28",-0.322,-1.11,-0.757,1.06,0.773,1.06
"TTC39C",-2.39,-1.19,0.645,1.84,1.95,2.07
"TTC4",0.729,0.223,0.07,-0.314,-0.341,0.206
"TTF1",0.702,-0.386,0.64,-0.295,-0.118,-0.117
"TTI2",-2.07,-0.269,1.34,0.0677,0.0667,0.276
"TTK",-0.294,-0.253,-0.586,0.411,0.299,0.518
"TTLL4",0.62,-1.19,1.36,-0.223,-0.814,-0.32
"TTYH2",3.77,1.31,1.76,-1.62,-0.897,-0.758
"TUB",1.61,-0.251,-0.00448,-0.145,-0.13,0.149
"TUBB",-0.638,0.408,-0.303,0.0249,0.222,0.191
"TUBGCP2",-1.32,-0.164,-0.296,0.445,0.365,0.321
"TUBGCP3",-2.21,-0.103,1.59,0.138,0.0831,0.0914
"TUBGCP4",-3.11,-0.159,1.59,0.296,0.462,0.195
"TUBGCP5",2.58,-0.564,2.29,-1.05,-1.18,-1.01
"TUBGCP6",-2.49,-0.442,0.248,0.598,0.567,0.708
"TUFT1",1.22,-0.0558,-0.555,-0.187,-0.571,-0.166
"TULP3",1.04,-0.155,0.0676,0.0237,-0.146,-0.0932
"TUSC1",1.39,-0.647,-0.109,-0.228,-0.141,0.34
"TUSC2",0.98,-0.229,0.339,-0.196,-0.167,0.512
"TWSG1",1.57,-0.0386,1.45,-0.789,-0.712,-0.36
"TXLNA",1.82,-0.499,-0.289,0.0332,-0.197,0.521
"TXLNG",1.94,-0.272,-0.112,-0.168,-0.393,0.196
"TXN2",0.588,-0.411,0.493,0.346,0.294,-0.601
"TXNDC11",-4.3,0.086,1.24,0.585,0.581,0.423
"TXNDC15",0.537,0.839,1.05,-0.215,-0.454,-0.623
"TXNDC17",1.04,0.416,0.0417,-0.0589,-0.158,-0.442
"TXNDC5",0.605,0.44,0.779,-0.342,-0.362,-0.473
"TXNIP",2.13,-1.81,-4.2,1.52,1.22,0.853
"TXNL1",0.891,0.153,0.166,-0.226,-0.153,-0.138
"TXNRD1",2.36,0.0818,0.636,-0.355,-0.443,-0.0712
"TXNRD2",1.78,-0.42,0.948,0.183,-0.363,-0.364
"TYRO3",1.16,1.46,3.66,-1.2,-0.271,-0.835
"TYSND1",-2.07,-0.204,1.15,0.56,0.274,0.309
"U2SURP",-0.107,-0.669,-0.481,0.453,0.368,0.5
"UACA",-0.166,-0.455,-0.603,0.524,0.285,0.616
"UAP1",1.97,0.256,0.214,-0.353,-0.317,-0.424
"UBA52",2.11,0.427,1.22,-2.36,-0.568,-2.24
"UBAC1",0.898,0.0523,-0.224,-0.139,-0.126,0.0479
"UBAC2",-2.07,-0.699,0.112,0.478,0.687,0.46
"UBAP1",-2.76,1.96,-3.82,0.522,1.5,1.87
"UBAP2L",1.14,0.0554,-0.0899,-0.19,-0.241,0.0493
"UBE2A",1.64,0.231,-0.0759,-0.171,-0.413,0.1
"UBE2B",1.32,-0.135,-0.178,-0.0863,-0.543,0.129
"UBE2E3",0.888,0.135,-0.0489,-0.199,-0.234,0.0337
"UBE2G1",1.62,0.308,0.315,-0.137,-0.321,-0.0196
"UBE2H",1.15,-0.0493,-0.142,-0.451,0.0222,-0.0442
"UBE2K",0.986,0.391,-0.179,-0.201,-0.273,-0.125
"UBE2L3",1.17,-0.513,-0.521,0.333,0.265,0.707
"UBE2N",1.01,-0.184,-0.379,0.211,0.00993,0.355
"UBE2S",0.296,-0.383,-0.584,0.316,0.247,0.586
"UBE2V1",2.42,0.38,0.38,-0.377,-0.396,-0.0668
"UBE2V2",1.69,-0.105,-0.317,-0.00174,-0.104,0.381
"UBE3B",-4.6,0.0788,0.436,0.756,0.752,0.758
"UBE4A",-0.91,0.00154,-0.363,0.218,0.268,0.0457
"UBFD1",0.975,-0.039,-0.381,-0.11,-0.12,0.416
"UBL4A",0.831,-0.315,-0.444,0.274,0.0662,0.615
"UBL5",0.495,-0.0473,-0.752,0.329,0.0975,0.455
"UBL7",-1.9,0.252,-0.531,0.545,0.449,0.689
"UBQLN1",1.59,0.0299,0.305,-0.0561,-0.248,0.371
"UBQLN4",0.948,-0.459,-0.0202,0.436,-0.169,0.574
"UBR5",-0.614,0.292,0.709,-0.191,-0.18,-0.191
"UBR7",2.79,0.687,0.908,-0.741,-0.935,-0.756
"UBTD2",1.04,0.0252,0.498,-0.233,-0.276,0.0689
"UBXN1",0.932,-0.457,-0.529,0.381,0.18,0.621
"UBXN2A",1.34,-0.605,-1.08,0.0611,-0.427,0.068
"UBXN7",0.567,-0.524,-0.508,0.14,0.217,0.389
"UCHL3",-0.321,-0.285,-0.832,0.149,0.572,0.37
"UFD1",1.15,-0.0826,0.0357,-0.197,-0.239,-0.149
"UFL1",-1.19,-0.168,-0.0622,0.445,0.302,0.313
"UFM1",-0.239,-0.461,-0.707,0.531,0.428,0.831
"UGCG",-1.41,3.14,3.79,-1.45,-1.42,-1.22
"UGGT1",-1.08,-0.144,-0.0798,0.156,0.211,0.25
"UGP2",-0.0842,0.638,-0.429,-0.16,-0.0904,-0.00645
"UGT8",1.06,0.0771,0.238,-0.0628,-0.0325,-0.233
"ULBP3",-0.0439,0.0441,1,0.165,-0.0402,-0.524
"ULK1",-1.81,-0.187,-0.16,0.593,0.456,0.772
"UNC119B",1.78,-0.167,-0.0203,-0.162,-0.245,-0.09
"UNC13B",1.48,-0.132,0.545,-0.299,-0.361,-0.101
"UNC5C",3.31,1.27,2.2,-0.773,-1.03,-0.716
"UNC93B1",-3.06,-0.344,1.2,0.609,0.395,0.514
"UNCX",0.484,-0.732,-0.133,0.187,0.025,0.4
"UNG",0.915,-0.107,0.233,-0.192,-0.181,-0.114
"UNK",1.16,-0.397,-0.159,0.168,-0.228,-0.0194
"UPF3B",0.582,-0.636,-0.242,-0.0569,0.0757,0.546
"UPP1",-2.23,0.376,2.12,-0.124,-0.351,0.0171
"UQCC2",0.603,-0.817,0.138,0.508,0.274,0.331
"UQCC4",0.422,-0.944,0.239,0.353,0.368,0.249
"UQCC6",0.913,-0.653,-0.557,0.741,0.568,0.979
"UQCRB",0.989,-0.852,0.433,0.641,0.273,0.713
"UQCRC1",-0.596,0.0736,0.549,0.197,0.175,-0.138
"UQCRC2",-0.478,0.0405,0.781,0.105,0.0991,-0.233
"UQCRFS1",0.855,-0.283,0.626,0.0128,-0.0587,-0.131
"UQCRH",1.32,-0.903,0.427,0.39,0.199,-0.149
"URB1",-1.43,-0.814,-0.516,0.496,0.549,0.402
"URB2",-1.95,-0.926,-0.68,0.722,0.664,0.405
"URI1",1.28,-0.121,0.0798,-0.0397,-0.196,0.033
"USF1",1.31,-0.647,0.138,0.387,0.0911,0.21
"USF2",1.33,-0.275,0.44,-0.0322,-0.252,-0.185
"USO1",-1.23,0.0246,-0.878,0.324,0.375,0.396
"USP25",-6.33,0.894,0.335,0.714,0.622,0.996
"USP27X",-3.97,2.4,-2.51,0.8,2.14,2.11
"USP31",-1.89,-1.91,0.211,0.755,0.925,1.1
"USP33",0.843,-0.03,0.315,-0.172,-0.1,0.00674
"USP34",-0.329,-0.488,0.616,-0.0429,-0.116,-0.0872
"USP36",0.148,-0.862,0.0587,0.381,0.181,0.203
"USP42",0.663,-0.576,-0.149,0.178,0.186,0.0626
"USP54",-3.53,-0.0334,0.345,0.827,0.567,0.849
"USP9X",-0.723,0.364,-0.118,0.000116,0.0876,0.0414
"UTP11",-0.472,-0.94,-0.125,0.181,0.247,0.199
"UTP15",-1.66,-0.726,-0.569,0.447,0.542,0.468
"UTP18",-0.719,-0.695,-0.135,0.3,0.297,0.193
"UTP25",-1.04,-0.68,-0.155,0.237,0.345,0.256
"UTP4",-1.4,-0.548,-0.354,0.415,0.47,0.343
"UTP6",-0.766,-0.513,-0.421,0.267,0.346,0.194
"UVSSA",0.809,-0.31,0.1,0.0224,-0.307,0.188
"UXS1",0.8,0.416,0.523,-0.241,-0.343,0.0376
"UXT",1.39,0.0652,-0.153,-0.0805,-0.0998,0.00586
"VAC14",-1.19,0.193,-0.336,0.111,0.199,0.219
"VAMP2",1.29,-0.56,0.361,0.23,0.119,0.801
"VAMP3",1.24,-0.101,0.73,0.175,-0.0136,0.284
"VAMP4",0.551,-0.571,0.433,0.0451,0.0422,0.54
"VAMP7",-0.325,0.497,0.773,-0.235,-0.219,-0.328
"VAMP8",1.3,0.105,0.613,-0.515,0.000536,0.166
"VANGL1",-1.35,0.768,0.941,-0.161,-0.0758,-0.0176
"VAPA",0.56,-0.62,9.69e-05,0.318,0.114,0.403
"VARS2",-3.44,0.0479,0.785,0.574,0.535,0.248
"VASH1",1.16,-0.242,1.32,-0.74,-0.709,-0.458
"VASN",3.56,2.46,4.23,-1.29,-1.81,-2.3
"VASP",0.887,-0.188,-0.418,0.163,-0.0314,0.471
"VAV2",-2.81,-0.123,1.78,0.299,0.135,0.124
"VAX2",1.27,-0.955,-0.28,0.12,0.179,0.265
"VBP1",1.27,-0.112,-0.232,-0.0606,-0.000896,0.467
"VCAN",1.39,-0.574,0.467,0.216,0.267,-0.0604
"VCF1",0.282,-0.87,-0.439,-0.00623,0.397,0.769
"VCPKMT",0.98,0.484,0.482,-0.315,-0.343,-0.374
"VDAC2",0.566,-0.0877,0.659,-0.0853,0.0277,-0.403
"VEGFB",1.99,0.39,1.15,-0.725,-0.828,-0.828
"VEZF1",0.604,-0.756,0.00605,0.527,-0.0737,-0.136
"VGLL4",0.271,-0.809,-1.09,0.944,0.58,1.08
"VIRMA",-0.889,-0.772,-0.755,0.553,0.597,0.211
"VKORC1",-3.51,0.659,0.686,0.746,0.503,-0.183
"VKORC1L1",-0.0492,0.593,0.623,-0.0873,0.0521,-0.474
"VMA21",1.43,0.216,0.495,-0.249,0.0548,-0.325
"VPS28",1.02,0.365,0.379,-0.00961,-0.113,-0.198
"VPS29",2.33,0.193,0.654,-0.449,-0.608,-0.398
"VPS37A",0.774,0.173,0.0207,-0.321,-0.0824,-0.105
"VPS37C",0.876,-0.339,0.49,0.219,0.11,0.261
"VPS39",-3.55,-0.0781,0.229,0.586,0.684,0.57
"VPS41",-2.03,0.273,0.553,0.108,0.209,0.252
"VPS45",-1,0.26,0.0673,0.181,0.111,0.136
"VPS51",-0.711,0.356,0.00973,-0.026,0.117,0.0171
"VPS52",-1.39,-0.124,1.52,0.0879,-0.37,0.158
"VPS53",-0.559,0.306,0.518,-0.0301,-0.0441,-0.0811
"VPS72",0.151,-0.877,-0.358,0.521,0.385,0.625
"VRK2",-0.988,-0.304,-0.251,0.342,0.389,0.496
"VRK3",0.562,-0.0518,0.682,-0.0513,-0.113,-0.4
"VWA8",-1.92,-0.338,-0.161,0.661,0.6,0.281
"WAC",0.504,-1.06,-0.87,0.72,0.524,0.824
"WASH6P",0.788,-0.0771,-0.269,-0.0693,-0.122,0.398
"WASHC2A",0.689,-0.2,-0.434,-0.0212,-0.0113,0.421
"WASHC2C",0.824,-0.167,-0.433,-0.138,0.0418,0.432
"WASHC3",1.15,-0.456,0.114,0.114,0.248,0.386
"WASHC4",-1.03,0.0442,-0.0565,0.123,0.246,0.1
"WASL",0.889,0.22,-0.147,0.0233,-0.267,0.0917
"WBP11",0.722,-0.945,-0.249,0.447,0.277,0.596
"WBP1L",4.07,0.728,0.384,-2.68,-0.922,-0.0487
"WBP2",1.43,0.578,0.708,-0.599,-0.512,-0.36
"WBP4",1.35,-0.7,-0.44,0.331,0.0144,0.518
"WDCP",-4.05,0.421,1.95,-0.0356,0.19,0.202
"WDR25",-2.04,-0.366,0.346,0.561,0.625,0.525
"WDR3",-0.911,-0.655,-0.389,0.418,0.437,0.204
"WDR33",-0.161,-0.86,-0.679,0.739,0.499,0.325
"WDR36",-1.39,-0.608,-0.209,0.503,0.444,0.286
"WDR43",-0.896,-0.658,0.0902,0.384,0.299,0.17
"WDR45B",2.18,-0.0298,0.51,-0.363,-0.336,-0.304
"WDR46",-0.923,-0.758,-0.141,0.366,0.293,0.195
"WDR5",1.18,-0.278,0.576,-0.151,-0.308,-0.426
"WDR55",0.674,-0.338,0.649,-0.227,-0.331,-0.206
"WDR59",-3.45,0.228,0.385,0.61,0.565,0.464
"WDR6",-0.49,0.578,0.367,0.0228,-0.0944,-0.0927
"WDR62",-1.26,-0.234,-0.496,0.123,0.26,0.46
"WDR75",-1.6,-0.592,-0.348,0.528,0.458,0.339
"WDR81",1.04,0.273,0.0774,-0.362,-0.297,-0.294
"WDR82",-0.77,-0.13,-0.262,0.422,0.173,-0.0405
"WDR89",-0.493,-0.636,-0.703,0.291,0.415,0.237
"WEE1",-1.9,0.847,0.846,-0.00737,-0.0149,-0.649
"WFS1",1.66,-0.134,0.739,-0.0849,-0.158,-0.369
"WIPF1",0.647,-1.17,-1.2,0.638,0.567,1.01
"WIPF2",0.906,-0.923,-1.05,0.572,0.537,1.1
"WIPF3",0.147,-1.02,-0.864,0.885,0.886,1.23
"WRAP53",1.18,-0.149,0.23,-0.153,-0.191,-0.159
"WRNIP1",-1.23,-0.0885,-0.0233,-0.0537,0.0431,-0.0115
"WTAP",0.423,-0.82,-0.137,0.668,0.423,0.493
"WWOX",-2.71,-0.303,1.47,0.305,0.292,0.0981
"WWP2",-1.07,-0.0294,-0.0409,0.383,0.235,0.0144
"XAB2",-1.14,-0.646,-0.374,0.614,0.606,0.179
"XBP1",1.69,0.097,0.0653,-1.53,-1.47,-0.824
"XPA",1.14,-0.341,-0.25,-0.0274,-0.0144,0.403
"XPC",-0.0372,-0.81,0.247,0.244,0.206,0.067
"XPNPEP3",1.96,-0.187,1.53,-0.385,-0.53,-0.697
"XPO1",-1.39,-0.0417,-0.472,0.217,0.361,0.246
"XPO5",-1.12,0.163,-0.053,0.101,0.245,0.06
"XPO7",-1.09,0.0801,-0.0756,0.19,0.21,0.0511
"XPOT",-0.898,0.173,-0.323,0.0568,0.189,0.225
"XRCC5",-0.651,-0.238,0.651,-0.0783,-0.0291,-0.116
"XRCC6",-0.533,-0.142,0.559,-0.0561,-0.0766,-0.053
"YAF2",1.25,-0.235,0.409,-0.083,-0.263,0.469
"YAP1",0.857,-0.65,-0.769,1.01,0.264,1.06
"YARS2",-1.12,-0.268,0.0854,0.506,0.34,0.071
"YBX1",2.52,0.0222,0.778,-0.796,-0.725,-0.603
"YBX3",1.82,0.33,0.448,-0.616,-0.558,-0.48
"YEATS2",-0.748,-0.315,0.309,0.412,0.147,0.00149
"YIF1B",-0.818,0.0383,-0.0596,0.226,0.334,0.287
"YIPF5",-1.08,-0.603,-0.859,0.279,0.603,0.289
"YIPF6",-4.19,1.08,0.979,0.126,0.72,-0.0229
"YJU2",0.851,-0.37,-0.0617,-0.0794,-0.0109,0.46
